shop_location,shop_name,lon,lat,product,sales_qty,sales_revenue
Shauri Moyo,Blessed General Shop (Shauri Moyo),36.844063,-1.28968,bobs,2104,315600
Kangemi,Kristech enterprises,36.747577,-1.266293,bobs,9440,1416000
Kariobangi South,Eastlands Energy Center,36.887307,-1.26248,bobs,5188,778200
Limuru,Njogu's Shop,36.64238,-1.11119,bobs,5206,780900
Ruiru,Kagz shop,36.954188,-1.163578,bobs,4257,638550
Umoja Innercore and 1,General shop Umoja,36.896666,-1.284839,bobs,8386,1257900
Nairobi West,Mumias Gas,36.819121,-1.307093,bobs,9518,1427700
Kibera,Frida's shop,36.77282,-1.308015,bobs,3899,584850
Kayole,Meatland Butchery,36.908503,-1.279651,bobs,5631,844650
Ruaka/Denderu,Nandis fashions,36.755853,-1.174637,bobs,5675,851250
Kayole,Denzel Communications,36.916437,-1.266498,bobs,3959,593850
Kariokor,Mukurwei-ini general shop,36.833656,-1.279981,bobs,6014,902100
Thika,Ree Supermarket,37.095347,-1.072549,bobs,1221,183150
Donholm,The morgans,36.905613,-1.287104,bobs,9533,1429950
Huruma,GLAMOROUS SHOP,36.873723,-1.256937,bobs,1809,271350
Ngong,Leyfin's crunchy cafe,36.6602,-1.3496,bobs,6201,930150
Dandora Phase 4 & 5,Glory Agency,36.901553,-1.249758,bobs,6713,1006950
Pipeline,General citizen mini market,36.894464,-1.319343,bobs,6507,976050
Jerusalem Jericho,Mercyjoh Shop,36.867088,-1.285917,bobs,3880,582000
Dagoretti Corner,Four Mart Supermarket,36.757908,-1.298984,bobs,9569,1435350
Imara Daima,Wamwea Enterprises,36.885564,-1.323086,bobs,8907,1336050
Uthiru,Genesis Gas Supplies (Uthiru),36.718094,-1.262259,bobs,9137,1370550
Pangani,Maskumatt Supermarket,36.839404,-1.267684,bobs,3822,573300
Ruai,CEREALS & GENERAL SHOP,36.959689,-1.279939,bobs,3737,560550
Dandora Phase 4 & 5,Mecks Designers,36.905082,-1.242432,bobs,4008,601200
Obama,Soko Huru saika,36.9155,-1.2532,bobs,7600,1140000
Githurai 45,Samtime Enterprise,36.916947,-1.208568,bobs,4762,714300
Kibera,Beauty cosmetic katwekera shop,36.783021,-1.314512,bobs,9603,1440450
Roysambu/Mirema,Mirema Mini Mart,36.88759,-1.21124,bobs,4680,702000
Kiambu Township,Kamukunji ndogo ndumberi,36.80509,-1.152071,bobs,828,124200
Kiambu Township,G-unit super store,36.841618,-1.172933,bobs,9885,1482750
Waithaka,Shawnlink Enterprises,36.723937,-1.282357,bobs,7966,1194900
Pipeline,Mutifudz Grain Limited (Pipeline),36.89484,-1.32215,bobs,2316,347400
Dandora Phase 4 & 5,Tragbo agencies mowlem,36.907156,-1.257765,bobs,6147,922050
Mathare North,Chamka enterprise,36.870745,-1.253079,bobs,7710,1156500
Kayole,Safe Energy,36.918653,-1.274675,bobs,5467,820050
Dandora Phase 4 & 5,Jummos shop,36.909601,-1.244575,bobs,3290,493500
Ruai,Jossy Mini Matt,36.987655,-1.284383,bobs,6422,963300
Mwiki,Wamsoo shop,36.92111,-1.23714,bobs,9842,1476300
Githurai 44,Precicot Limited,36.90318,-1.202168,bobs,7417,1112550
Kibera,New kibstan w/salers,36.785435,-1.308553,bobs,4386,657900
Athi River,Blessed Gas Centre (Athi River),36.97751,-1.445829,bobs,3226,483900
Eastleigh,Shell Bidii-EA,36.848602,-1.279231,bobs,9332,1399800
Kayole,Kayole Super Duka,36.915335,-1.27713,bobs,2064,309600
Thika,LEVAPTRUZY HARDWARE,37.0584,-1.0417,bobs,8034,1205100
Kayole,Fastnet cyber,36.910146,-1.275927,bobs,3214,482100
Dandora Phase 1,Rehoboth Shop,36.894304,-1.260006,bobs,7951,1192650
Ruiru,Members shop,36.964638,-1.127753,bobs,2823,423450
Gatina,Fair price cereals (gatina),36.758817,-1.274562,bobs,8773,1315950
Dandora Phase 4 & 5,Neema Cereals and Shop,36.907641,-1.242938,bobs,5206,780900
Pangani,Dimension investment,36.838569,-1.267324,bobs,4530,679500
Roysambu/Mirema,Six Point One Mart,36.887691,-1.216092,bobs,6448,967200
Pangani,Fresh juices and vegetables store(pangani),36.839609,-1.270314,bobs,8259,1238850
Dandora Phase 4 & 5,Novitech Shop,36.9031,-1.2457,bobs,1436,215400
Eastleigh,Blessed Emelda Enterprises,36.851824,-1.267326,bobs,3769,565350
Mlolongo,MG GAS AND ELECTRONICS,36.942436,-1.391338,bobs,1322,198300
Umoja Innercore and 1,Annma Cyber,36.88637,-1.292697,bobs,6377,956550
Ruaka/Denderu,Shosh general shop,36.760623,-1.178505,bobs,7041,1056150
Mwiki,Jadmas home decor,36.919232,-1.235815,bobs,4493,673950
Imara Daima,Angaza Energy,36.885395,-1.323494,bobs,3575,536250
Waithaka,Sauti fresh(Riruta),36.727135,-1.283665,bobs,1765,264750
Kariobangi North,Silvapack investment,36.881449,-1.25822,bobs,9774,1466100
Ruiru,Maina Gas,36.945948,-1.154285,bobs,9964,1494600
Eastleigh Section 3,Bancy general supplies,36.852554,-1.287239,bobs,100,15000
Juja,Truthtech Kinyozi,37.021877,-1.090692,bobs,6450,967500
Ruaraka/Baba Dogo,Mikey Shop,36.883533,-1.247185,bobs,6650,997500
Mathare North,Joy Gas (Mathare North),36.863132,-1.25431,bobs,8742,1311300
Ruai,Tripple J,36.99735,-1.270865,bobs,1429,214350
Githurai 44,A.K Gas Dealers,36.913498,-1.202133,bobs,3219,482850
Juja,Stemuck Enterprises,37.01159,-1.121403,bobs,3029,454350
Kibera,Kakije Posho Mill,36.7815,-1.3088,bobs,8665,1299750
Dandora Phase 1,Innocent Shop,36.891345,-1.256646,bobs,2639,395850
"Embakasi (Fedha, Nyayo,Tasia)",Bahamas (B) Electronics,36.90016,-1.319926,bobs,3225,483750
Huruma,Jennifer shop,36.87801,-1.261433,bobs,3057,458550
Dandora Phase 1,Gateway Cereals Shop,36.889931,-1.258599,bobs,2010,301500
Thika,Landmark Kinyozi,37.092036,-1.073217,bobs,7646,1146900
Gachie,Vision Gas,36.767117,-1.219856,bobs,7132,1069800
Dandora Phase 1,Rescue Butchery,36.886841,-1.260556,bobs,4205,630750
Kiserian,Corner Duka Kiserian,36.682962,-1.426364,bobs,4116,617400
Kayole,Watailor classic collection,36.908417,-1.27944,bobs,6015,902250
Ruaraka/Baba Dogo,Emmysam store,36.883077,-1.24916,bobs,491,73650
Kariobangi North,Kariobangi Memory Enterprise,36.88065,-1.255859,bobs,4750,712500
Rongai,Bethsaida cereals and shop,36.749353,-1.394476,bobs,2382,357300
Mwiki,Jasco Matt,36.920013,-1.224633,bobs,6293,943950
Thika,Edymac electricals Nyacaba,37.055557,-1.098287,bobs,871,130650
Dagoretti Corner,EMCO Petrol Station,36.757211,-1.298115,bobs,6118,917700
"Embakasi (Fedha, Nyayo,Tasia)",Alevic Chemist,36.88977,-1.30808,bobs,2591,388650
Kayole,Sharks Agencies,36.916525,-1.272425,bobs,952,142800
Thika,Sabina Muthoni Shop Kibuto,37.053878,-1.073215,bobs,9333,1399950
"Embakasi (Fedha, Nyayo,Tasia)",Smart shop - Tassia,36.8925,-1.3107,bobs,1359,203850
Syokimau,Rolcham Enterprises,36.925971,-1.366397,bobs,2778,416700
Kasarani,Zam Chicks Outlet,36.871965,-1.230733,bobs,2732,409800
Ngara,Dan General Shop,36.833756,-1.272609,bobs,1227,184050
Kangemi,Teddy Care Chemist,36.750299,-1.267101,bobs,7893,1183950
Riruta Satellite,Hermes Dairy,36.738045,-1.29317,bobs,4956,743400
Roysambu/Mirema,Mash gas point,36.893081,-1.206058,bobs,6332,949800
Pangani,Hatron Elect (Pangani),36.837856,-1.26687,bobs,3053,457950
Dandora Phase 1,Wekonze Enterprise,36.901425,-1.265704,bobs,3460,519000
Kariobangi North,Digital Gas,36.883447,-1.255115,bobs,5559,833850
Ruiru,Safi sacco,36.933376,-1.151615,bobs,5949,892350
Kawangware,Amazing Grace,36.75293,-1.283498,bobs,7532,1129800
Pipeline,Eddysam mini Selection,36.887867,-1.31018,bobs,2536,380400
Thika,Abrazack Enterprises,37.105692,-1.060787,bobs,7630,1144500
Obama,Geoka Traders Cooking Gas,36.9229,-1.257599,bobs,2772,415800
Obama,Chany's Butchery-EA,36.919028,-1.25789,bobs,8659,1298850
Kikuyu,"Mama Tony Shop,Kikuyu",36.674548,-1.211302,bobs,971,145650
Bahati,Creammart Holdings Limited,36.85509,-1.29175,bobs,2819,422850
Zimmerman,Bethel Mini Mart (Zimmerman),36.89597,-1.2142,bobs,2821,423150
Obama,Globelight Electricals,36.923173,-1.255101,bobs,8945,1341750
Obama,Macbest Supermarket,36.9289,-1.25488,bobs,2659,398850
Dandora Phase 4 & 5,Arizona shop Dandora,36.913433,-1.242042,bobs,5117,767550
Juja,The Rock Butchery,37.020464,-1.092215,bobs,6126,918900
Ruaka/Denderu,Reliance kerosene and Gas suppliers,36.755591,-1.177777,bobs,5043,756450
Umoja 2 and 3,Nasra studio,36.899233,-1.276346,bobs,5255,788250
Kitengela,Wellspring Home Supplies,36.955218,-1.481081,bobs,1884,282600
Huruma,DIGITAL FLAMES SUPERMARKET,36.86579,-1.2606,bobs,8058,1208700
Eastleigh,Umiema Small Supermarket,36.849037,-1.28111,bobs,403,60450
Limuru,Greenland Wholesalers & Distributors Limited,36.64293,-1.110504,bobs,4770,715500
Kitengela,MEAT MASTERS BUTCHERY,36.965362,-1.496945,bobs,4602,690300
Juja,Beza,37.015117,-1.100796,bobs,7479,1121850
Kawangware,Wavickky shop kawangware,36.74511,-1.287553,bobs,4568,685200
Obama,Edmac investment saika,36.916168,-1.256806,bobs,2428,364200
Ruaka/Denderu,Spintec Cyber,36.778114,-1.193487,bobs,9723,1458450
Athi River,ULTASUBLIME CONCEPTS,36.980813,-1.428096,bobs,2674,401100
Mlolongo,Mg Shop 2,36.94151,-1.390622,bobs,5406,810900
Thika,Masters Seeds Shop,37.125805,-1.065673,bobs,9056,1358400
Kiambu Township,Shianne Cereals,36.839205,-1.202292,bobs,8246,1236900
Kibera,Faraji gas supplies,36.775046,-1.312088,bobs,6723,1008450
Kawangware,Maisha Hardware (Kawangware),36.75185,-1.288882,bobs,3043,456450
Kayole,Trinity shop,36.922629,-1.256691,bobs,6195,929250
Kiambiu,Oryx Shop Kiambiu,36.866184,-1.281909,bobs,547,82050
Huruma,MERCY HURUMA GAS POINT,36.875327,-1.257804,bobs,9499,1424850
Kahawa,Metromart Limited,36.931943,-1.191283,bobs,2259,338850
Kayole,Kenmar shoes and textiles,36.9253,-1.2623,bobs,8006,1200900
Waithaka,Wakanyire supermarket,36.722922,-1.281996,bobs,9198,1379700
Mlango Kubwa,Options Investments,36.844119,-1.265183,bobs,2241,336150
Kiambu Township,Zamursky wa Eddy's shop,36.829202,-1.168662,bobs,4531,679650
Rongai,Terrazzo Palace,36.744416,-1.396432,bobs,5700,855000
Ruaraka/Baba Dogo,Wall Solution Energy Agency,36.880218,-1.241189,bobs,9242,1386300
Githurai 44,Kamukunji Traders,36.900351,-1.200825,bobs,828,124200
Kasarani,KEJACK SHOP- Maternity,36.912959,-1.221507,bobs,5410,811500
Dandora Phase 1,Karia Supermarket 2,36.8895,-1.2594,bobs,2251,337650
Kiambiu,Rollon Enterprises Kiambiu,36.864531,-1.28202,bobs,8887,1333050
Eastleigh,Altruism Company Limited,36.843889,-1.268091,bobs,6046,906900
Mlolongo,Mwagesicho shop,36.942436,-1.391338,bobs,1961,294150
Kayole,Leshcomm Enterprises,36.923375,-1.26496,bobs,8055,1208250
Kayole,Sauti B Shop,36.920748,-1.269707,bobs,3192,478800
Kahawa West,Wamac Collection,36.904179,-1.184481,bobs,5701,855150
Thika,Kei kei Celkom shop,37.081275,-1.038262,bobs,9873,1480950
Huruma,Joyraw transaction services,36.874355,-1.260508,bobs,475,71250
Ruaka/Denderu,Faulu Kerosene pump,36.823723,-1.215482,bobs,1776,266400
Dagoretti Corner,Fix-IT Electrical and Hardware,36.756393,-1.299423,bobs,514,77100
Mathare slum,Awendo Traders,36.858955,-1.261157,bobs,6877,1031550
Gachie,Jewel Hardware,36.7558,-1.2146,bobs,8489,1273350
Gachie,Rwinu ventures,36.77777,-1.22072,bobs,8461,1269150
Kibera,Double M Enterprises mashimoni,36.795717,-1.314105,bobs,9914,1487100
Kariobangi South,Smiles Empire,36.885911,-1.263627,bobs,8224,1233600
Githurai 44,Waimani Gas Shop,36.905198,-1.200107,bobs,1547,232050
Ruaka/Denderu,Wote Supermarket,36.746869,-1.193242,bobs,7649,1147350
Juja,Chamghe Wandu Butchery,37.027418,-1.151306,bobs,992,148800
"Embakasi (Fedha, Nyayo,Tasia)",Jambo Enterprises,36.901144,-1.301437,bobs,42,6300
Kayole,Top spring medical centre,36.91273,-1.275007,bobs,8265,1239750
Kawangware,Cyber world tech,36.747398,-1.286969,bobs,6945,1041750
Umoja Innercore and 1,Githimu Phamaceuticals,36.891411,-1.277994,bobs,1983,297450
Kitengela,Elohim enterprise,36.955082,-1.481753,bobs,6747,1012050
Shauri Moyo,Messoh Enterprises,36.848305,-1.292052,bobs,6953,1042950
Zimmerman,Mom's choice self selection,36.895717,-1.210458,bobs,6656,998400
Imara Daima,Unique Mini Selection,36.886509,-1.321249,bobs,2653,397950
Mathare North,Donisha Cereals,36.874355,-1.25138,bobs,6158,923700
Ruaka/Denderu,Stewa Shop,36.804493,-1.15215,bobs,3459,518850
Kitengela,Dm cooking gas,36.963995,-1.480226,bobs,3338,500700
Zimmerman,Jachin Hardware & Electronics,36.89515,-1.21537,bobs,2590,388500
Imara Daima,Blue Flame Gas,36.885113,-1.324048,bobs,1623,243450
Kitengela,Carol shop(Yukos),36.952736,-1.50703,bobs,8413,1261950
Uthiru,Genesis Gas Supplies (Uthiru)-3,36.715435,-1.261459,bobs,9580,1437000
Kitengela,Sterling Entertainment (Kitengela),36.95819,-1.474523,bobs,3915,587250
Eastleigh Section 3,Jinsia General Shop,36.853863,-1.28494,bobs,4209,631350
Kiambu Township,Milimani Gas And Kerosine Pump,36.751743,-1.147362,bobs,4417,662550
Mlolongo,ELITE MERCHANTS,36.9476,-1.3999,bobs,9931,1489650
Eastleigh,Emmanuel store,36.850013,-1.271958,bobs,6610,991500
Dandora Phase 2,Liomart,36.9018,-1.252993,bobs,7860,1179000
Kasarani,By Faith General Shop,36.907242,-1.212493,bobs,1660,249000
Kahawa West,Kamae supermarket (kamae road Kahawa west),36.910097,-1.17555,bobs,4055,608250
Zimmerman,K1 Gas,36.894347,-1.213012,bobs,2528,379200
Eastleigh Section 3,Annointed Shop Kiambiu,36.86159,-1.283588,bobs,1838,275700
Mathare North,Inforsoft technology,36.874023,-1.250552,bobs,1932,289800
Kibera,Luzon (Kibera),36.788573,-1.312145,bobs,8082,1212300
Kawangware,Eunika Supermarket-EA,36.744849,-1.285543,bobs,3284,492600
Rongai,Loliondo mini supermarket( Gataka),36.720302,-1.372516,bobs,4570,685500
Eastleigh Section 3,Essy Gas Distributors,36.853108,-1.285448,bobs,9185,1377750
Imara Daima,Moraa General Shop,36.885441,-1.322034,bobs,1607,241050
Dandora Phase 3,Lobentech comps,36.902628,-1.24858,bobs,1297,194550
Rongai,Andimi general stores,36.748321,-1.39678,bobs,7989,1198350
Huruma,Geopharm,36.866928,-1.258972,bobs,5326,798900
Mowlem-Dandora,Githogoris Shop,36.900352,-1.26276,bobs,928,139200
Kibera Ayany,Anti-Hill Medical Clinic and Chemist -Kibera Ayany,36.774972,-1.310963,bobs,9916,1487400
"Embakasi (Fedha, Nyayo,Tasia)",Dilmart Stores,36.90222,-1.30498,bobs,8678,1301700
Ruiru,Sasuna gas depot,36.937287,-1.157944,bobs,8025,1203750
Gatina,Trinity,36.750611,-1.278468,bobs,3045,456750
Kikuyu,Mimos general shop,36.67796,-1.269697,bobs,2810,421500
Kiserian,Elison Dairy shop,36.690545,-1.432854,bobs,6134,920100
Huruma,MNetworks Communication,36.871916,-1.256947,bobs,4873,730950
Kibera,Tumaini general shop(Darajani),36.7892,-1.311,bobs,9375,1406250
Kangemi,Frawaki Supermarket,36.760515,-1.269133,bobs,6132,919800
Pipeline,Muhindi Mweusi supermarket Pipeline,36.890395,-1.315282,bobs,3524,528600
Ruiru,Blessed Mini Mart (Kihunguro),36.95731,-1.159401,bobs,1217,182550
Kasarani,Wizzy Mini Matt,36.9017,-1.2181,bobs,344,51600
Zimmerman,Diana Gas,36.894248,-1.212191,bobs,8538,1280700
Githurai 44,STEPA SUPERMARKET,36.90205,-1.198692,bobs,3296,494400
Donholm,KASA GAS SUPPLY DONHOLM,36.890971,-1.29901,bobs,8142,1221300
Mwiki,Mugumo Chemist,36.922624,-1.2253,bobs,1233,184950
Thika,Jobil electronics kiganjo,37.099271,-1.074662,bobs,9857,1478550
Thika,EJUDE ENTERPRISES,37.12574,-1.06645,bobs,3316,497400
Loresho/Kyuna,Raspberry,36.7483,-1.2354,bobs,3789,568350
Limuru,Pawa Enterprises,36.627683,-1.109471,bobs,2756,413400
Kahawa West,Kanorero Gas supplier,36.902123,-1.183622,bobs,1479,221850
Pipeline,Vinny shop,36.896775,-1.321807,bobs,6215,932250
Eastleigh Section 3,A. Salam Gas Suppliers,36.852615,-1.28636,bobs,5724,858600
Dandora Phase 4 & 5,Revival Shop,36.905012,-1.244254,bobs,9944,1491600
South C,Aymat bandari,36.8211,-1.3255,bobs,4085,612750
Kahawa West,NAKI GENERAL SUPPLIERS LTD,36.905127,-1.181835,bobs,7266,1089900
Langata,Violet shop,36.776824,-1.316615,bobs,774,116100
Kibera Ayany,Olympics Stage Shop,36.777616,-1.312822,bobs,7667,1150050
Mathare North,Margaret Shop,36.871407,-1.252993,bobs,7529,1129350
Kayole,SK Mayai,36.919756,-1.262051,bobs,930,139500
Huruma,Petson 3c Hub,36.873,-1.25638,bobs,9907,1486050
Kariobangi North,Karia Supermarket 5,36.8858,-1.2615,bobs,319,47850
Kiserian,Clean Cut,36.688047,-1.43027,bobs,3062,459300
Riruta Satellite,Wagache Equity Agent,36.727773,-1.290528,bobs,6740,1011000
Thika,Mama wangari general shop,37.106128,-1.060829,bobs,9357,1403550
Pipeline,Naichu enterprises- pipeline,36.893233,-1.320262,bobs,8327,1249050
Ruai,Mashtech bypass,36.98204,-1.263664,bobs,6948,1042200
Mlolongo,Jikaze Investments (Mlolongo),36.943976,-1.394665,bobs,6919,1037850
Eastleigh,Kefoma,36.84888,-1.266978,bobs,3212,481800
Ruiru,Ken Gas Depot,36.936182,-1.155807,bobs,6069,910350
Ngong,Ngong Heights Supermarket,36.656572,-1.356572,bobs,7317,1097550
Githurai 45,Upright ventures,36.938051,-1.2135,bobs,8189,1228350
Thika,Homeway supermarket (Weitethie),37.053228,-1.067511,bobs,2323,348450
Pipeline,Hebamalijee Glassmart Hardware And Paints,36.897274,-1.320337,bobs,9578,1436700
Limuru,Nyambari Evergreen Agencies,36.631897,-1.053907,bobs,5121,768150
South B,Crocodiles place,36.848497,-1.315591,bobs,9593,1438950
Kibera,Kongowea Shop,36.792364,-1.314954,bobs,7913,1186950
Jerusalem Jericho,Jericho Cereals Shop,36.870206,-1.292152,bobs,3599,539850
Thika,Jobil electronics,37.100464,-1.075016,bobs,7779,1166850
Kangemi,Yobra Electronics,36.74525,-1.26657,bobs,4224,633600
Githurai 45,Wamaina General Shop,36.918631,-1.207918,bobs,6095,914250
Ruiru,Maina gas suppliers,36.941816,-1.155478,bobs,7164,1074600
Githurai 45,Loyal Gas,36.970111,-1.215266,bobs,6360,954000
Syokimau,Shanton Saloon,36.934964,-1.371199,bobs,8450,1267500
Kibera,Makaa shop,36.797602,-1.314428,bobs,2401,360150
Githurai 45,Nichi Powell's Enterprise,36.932332,-1.211105,bobs,5940,891000
Rongai,Economy Traders & Gas Depot,36.746412,-1.39178,bobs,7197,1079550
Thika,Wa Brian gen supplies,37.11952,-1.06094,bobs,9452,1417800
Kangemi,Mountain Supermarket,36.7386,-1.27385,bobs,4587,688050
Mathare North,Manhuss stores,36.866849,-1.253524,bobs,5073,760950
Rongai,Creamline Farmers Produce,36.7452,-1.396434,bobs,4592,688800
Parklands,Hikma Mart & Wholesale,36.827225,-1.258108,bobs,28,4200
Lucky Summer,Daughters Bookshop,36.896458,-1.241237,bobs,1749,262350
Riruta Satellite,Naivasha Classic Butchery,36.746174,-1.290849,bobs,1180,177000
Umoja Innercore and 1,HEZNIC ENTERPRISES LTD TENA,36.885835,-1.291074,bobs,145,21750
Kibera,Agape shop,36.801002,-1.315423,bobs,8993,1348950
Zimmerman,Wa Saimo Shop,36.898712,-1.205465,bobs,3094,464100
Kasarani,Mwapa Shop,36.903628,-1.215243,bobs,5743,861450
Kikuyu,Islands shop Kikuyu,36.663118,-1.248537,bobs,3322,498300
Ngara,Memos V Wholesale & Retail Shop,36.835274,-1.270732,bobs,9069,1360350
Githurai 44,Stedo Supermarket,36.90046,-1.20114,bobs,6115,917250
Ngong,Matasia Mpesa shop,36.683147,-1.392127,bobs,178,26700
Kibera,Makina Dailies,36.782999,-1.3077,bobs,9597,1439550
Lucky Summer,Kibsy traders,36.890835,-1.242303,bobs,2186,327900
Imara Daima,JOSPI CHEMIST,36.881643,-1.324636,bobs,3567,535050
Rongai,Joyous shop,36.763134,-1.389002,bobs,9453,1417950
Limuru,Equator Gen Shop,36.64149,-1.107307,bobs,5563,834450
Ngummo,One Stop Jusaka Enterprises,36.799693,-1.310799,bobs,8244,1236600
Buruburu,NJEGATU VENTURES,36.879976,-1.294034,bobs,8817,1322550
Rongai,Jirani Super Stores,36.773496,-1.391191,bobs,9287,1393050
Ruaraka/Baba Dogo,Ebenezer shop,36.88915,-1.244373,bobs,3705,555750
Chokaa,Green Grocer And Shop,36.95296,-1.251974,bobs,1551,232650
Mowlem-Dandora,Isha hardware,36.895203,-1.26378,bobs,3151,472650
Ruai,Miwa Tatu Shop 1,37.06544,-1.281675,bobs,9847,1477050
Mlolongo,MG 4 phase 3 dreamland,36.951,-1.39264,widgets,2578,773400
Umoja 2 and 3,Green Grocer Shop,36.901442,-1.282295,widgets,750,225000
Shauri Moyo,RAMANI SHOP 7068,36.849308,-1.296621,widgets,7361,2208300
Buruburu,DAUDI'S ENTERPRISES,36.875517,-1.276471,widgets,3466,1039800
Kangemi,Seraben supermarket-EA,36.748763,-1.266479,widgets,7218,2165400
Kayole,Eagle Services,36.912029,-1.276038,widgets,3865,1159500
Pipeline,Lucyron Mini Mart,36.889934,-1.315296,widgets,406,121800
Kahawa West,Premier Mart,36.904865,-1.18208,widgets,8053,2415900
Githurai 44,Danhu Enterprices,36.900807,-1.200401,widgets,7039,2111700
Kahawa,Jacaranda supermarket,36.895555,-1.189018,widgets,8597,2579100
Thika,Chap Chap Mini Mart,37.06787,-1.03815,widgets,5636,1690800
Mukuru kwa Njenga,Muhindi Mweusi Supermarket-Mukuru kwa Njenga,36.887765,-1.319547,widgets,7277,2183100
Thika,Summer Poshomill,37.103723,-1.054361,widgets,6793,2037900
Lucky Summer,Nirova Investments,36.903541,-1.237947,widgets,6648,1994400
Kariobangi South,Phoenix Entertainment,36.884892,-1.270499,widgets,2798,839400
Githurai 45,Unique JB Shop,36.915989,-1.20672,widgets,5057,1517100
Waithaka,Joskam,36.719967,-1.281038,widgets,1894,568200
Kayole,Step one shop,36.912136,-1.286572,widgets,5028,1508400
Githurai 45,Bidii Enterprises,36.93822,-1.21397,widgets,5173,1551900
Lucky Summer,Neema cereals B. Dogo,36.8834,-1.24,widgets,5185,1555500
Mwiki,Nyambo Dairy Mwiki,36.929465,-1.238338,widgets,2508,752400
Dandora Phase 2,Wachege Shop,36.896489,-1.254767,widgets,416,124800
Mwiki,Raha General Shop,36.925549,-1.229502,widgets,9899,2969700
Maringo,DREAM PUB BUTCHERY,36.8548,-1.2944,widgets,7440,2232000
Kayole,Palace food merchants,36.916907,-1.271715,widgets,6095,1828500
Kayole,Muhindi Mweusi Supermarket (Kayole),36.914878,-1.281217,widgets,6288,1886400
Mowlem-Dandora,Miwa tatu merchants,36.902138,-1.265242,widgets,2221,666300
Huruma,REE SCENTS BEAUTY SHOP,36.869037,-1.259632,widgets,933,279900
Kitengela,Ngwata Shop,36.957298,-1.471206,widgets,343,102900
Ndumbuini,Mama brian salon,36.722968,-1.255564,widgets,9722,2916600
Mlolongo,MG SHOP 5 MG ELECTRONICS & GAS,36.948353,-1.389159,widgets,9065,2719500
Ruai,Mashtech gas department,36.996761,-1.271607,widgets,4547,1364100
Mathare slum,Baba Jack,36.86033,-1.261237,widgets,3631,1089300
Mwiki,Pasals boutique,36.930245,-1.237488,widgets,5099,1529700
Mathare North,Digital Wave Solutions,36.867535,-1.252948,widgets,144,43200
Ruiru,Ebenezer shop (Ruiru Kihunguro),36.961689,-1.159814,widgets,7896,2368800
Syokimau,Mambo Jambo (Syokimau),36.941266,-1.367928,widgets,3219,965700
Kariobangi South,Chetu Chema Enterprise,36.884485,-1.266378,widgets,7858,2357400
Kangemi,Express Supermarket (Waruku),36.75418,-1.26853,widgets,2039,611700
Umoja Innercore and 1,Mambi Glassmart`,36.886585,-1.280421,widgets,6419,1925700
Ruai,Reliance energy mutalia,37.1121,-1.2739,widgets,6895,2068500
Umoja Innercore and 1,Igwe enterprise Umoja,36.882978,-1.280071,widgets,2617,785100
Mwiki,Down Town Shop,36.918968,-1.233626,widgets,7915,2374500
Umoja 2 and 3,One Stop General Shop (Umoja 2 and 3),36.896536,-1.267108,widgets,8514,2554200
Uthiru,Elex services shop,36.710997,-1.258915,widgets,3138,941400
Kaloleni,SESSIA CEREALS SHOP,36.870171,-1.294508,widgets,265,79500
Kawangware,Diznay stores kawangware,36.750438,-1.28859,widgets,286,85800
Mwiki,Japata kerosene pump,36.933862,-1.233483,widgets,443,132900
Umoja 2 and 3,Danisora Investment Ltd (Umoja 2 and 3),36.899265,-1.285142,widgets,6769,2030700
Athi River,Bliss Uniform Centre (Athi River),36.9741,-1.45724,widgets,9367,2810100
Kayole,Sauti (A) Shop,36.919334,-1.268229,widgets,9777,2933100
Ngummo,Lucky Prince,36.799686,-1.311282,widgets,7516,2254800
Umoja 2 and 3,Super bargain shop Umoja,36.893576,-1.276069,widgets,1153,345900
Ruai,Jerry cereals shop,36.98864,-1.298765,widgets,322,96600
Mlolongo,Hesbonellar shop 2,36.943483,-1.390425,widgets,9829,2948700
Ngong,Jetmark Traders embulbul,36.67436,-1.333753,widgets,8382,2514600
Dandora Phase 4 & 5,Mandelas Price,36.905031,-1.242604,widgets,4848,1454400
Syokimau,Fm Technical shop,36.946378,-1.364303,widgets,4722,1416600
Dandora Phase 3,Kairu's Shopping Complex,36.904,-1.2503,widgets,2368,710400
Rongai,Church of the Nazarene Kware,36.748792,-1.391728,widgets,2608,782400
Mwiki,Special Gas,36.919849,-1.231961,widgets,8219,2465700
Thika,TODAY MINI SHOP,37.09698,-1.07252,widgets,6676,2002800
Kayole,CHRIS MALI MALI SHOP,36.91257,-1.285587,widgets,7083,2124900
Kasarani,By Grace General Shop - Kasarani,36.898699,-1.218336,widgets,9507,2852100
Mlolongo,KIKA INVESTMENT,36.94369,-1.386883,widgets,8448,2534400
Githurai 45,Perfect gas suppliers,36.916722,-1.20781,widgets,2493,747900
Kibera,Uchumi Ndogo Shop,36.793135,-1.31547,widgets,8215,2464500
Umoja 2 and 3,Kingsmatt Milk ATM-EA,36.89822,-1.27905,widgets,3740,1122000
Kayole,By Grace Derek shop,36.92386,-1.264017,widgets,4847,1454100
Mathare North,Slopes General Hardware,36.871475,-1.248993,widgets,3514,1054200
Kahawa West,Dan Rose KM,36.929438,-1.173808,widgets,7993,2397900
Obama,Genesis Enterprises,36.92449,-1.25633,widgets,1424,427200
Thika,DELIGHT BEAUTY SHOP,37.11212,-1.05677,widgets,7742,2322600
